0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,16,16,16,16,8,7,16,16,16,16,10,12,4,16,16,16,16,16,1,14,16,16,16,5,16,16,14,16,16,7,7,16,16,11,16,15,7,4,7,13,2,3,14,16,7,9,5,16,16,16,15,16,15,10,16,5,16,16,16,11,11,9
4,0,12,16,3,11,16,16,16,0,16,16,9,8,15,16,1,16,12,16,15,8,4,16,10,12,16,16,6,9,5,4,13,16,16,16,16,3,16,12,8,15,16,16,16,16,16,9,14,16,16,16,7,15,10,6,16,8,16,16,16,16,11,0
16,13,16,10,16,6,4,13,0,0,16,16,2,16,14,11,14,7,16,16,0,10,0,0,9,4,16,16,13,0,8,1,15,3,16,16,16,16,0,12,0,14,16,7,16,16,16,11,15,8,16,16,14,12,3,12,3,3,16,16,11,12,0,13
16,0,5,16,16,10,10,7,8,13,16,15,6,9,0,7,0,15,14,0,1,7,10,16,4,8,16,13,0,5,16,0,0,0,11,16,16,8,14,0,0,0,0,16,16,16,0,0,5,0,0,16,15,16,0,8,0,0,11,16,16,8,0,0
11,0,16,10,4,16,15,0,3,0,0,2,5,15,3,0,8,0,14,0,8,1,2,4,0,5,16,16,12,0,2,2,11,0,16,0,15,0,11,0,11,0,16,3,0,16,0,2,11,0,0,10,7,14,16,14,0,16,16,12,16,14,0,4
0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,7,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,4,0,9,0,0,0,0,0,0,9,0,0
2,7,16,16,16,16,16,10,0,12,16,16,16,16,16,13,5,16,16,14,15,0,4,0,5,16,16,16,0,0,0,8,16,15,16,16,16,14,16,11,0,11,4,16,16,15,16,11,13,4,16,16,5,12,6,9,4,16,16,14,14,16,7,13
0,0,1,6,0,0,0,0,0,7,11,16,10,0,0,7,0,0,0,4,0,0,2,1,9,0,9,16,0,0,0,0,0,8,16,10,4,3,10,0,0,6,11,2,15,13,1,0,0,2,8,16,0,5,0,0,2,0,1,16,16,13,0,3
0,4,8,14,11,2,0,13,0,0,4,6,0,1,0,0,0,1,6,0,0,0,0,4,0,7,7,0,3,8,10,0,0,12,12,9,16,10,13,0,0,0,7,14,0,0,12,0,0,0,2,0,3,16,1,1,0,1,8,16,16,11,0,0
0,0,4,14,8,0,0,0,2,0,16,13,0,0,0,5,0,0,16,0,0,1,0,0,0,0,12,9,0,0,0,15,8,8,16,7,0,4,0,8,0,14,0,0,15,5,2,2,0,9,16,12,0,14,5,0,9,0,0,10,13,6,1,5
0,0,0,10,7,0,0,4,0,1,0,8,4,0,0,0,0,0,0,11,0,0,0,0,0,1,12,16,0,1,0,2,0,4,16,1,0,0,0,0,0,0,0,5,10,12,0,1,0,0,0,12,6,8,9,0,14,0,0,12,13,12,12,3
0,2,0,13,7,9,2,0,0,0,7,4,1,0,0,0,0,0,1,1,0,0,5,3,0,0,11,11,7,0,0,0,0,0,2,0,14,6,0,0,4,0,0,0,0,11,0,1,0,0,0,0,12,13,5,5,0,0,0,16,2,1,0,0
0,3,4,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,15,3,16,5,0,0,0,0,11,16,14,9,0,10,0,0,13,5,0,0,0,0,0,0,13,10,8,4,0,0,0,0,2,5,3,16,1,2,0,0,0,0,6,0,0,0,0,0,0,9,9,5,0,0,6,0,0,9,2,0,0,0
0,0,3,4,11,10,0,0,0,0,15,0,0,0,1,6,2,11,14,5,2,0,0,1,0,0,0,6,6,0,3,2,7,2,6,0,0,2,9,0,0,0,0,0,0,14,3,0,0,0,10,0,5,13,0,0,1,0,6,10,0,0,0,0
0,0,14,13,0,5,8,0,0,0,0,2,0,6,0,0,0,0,16,0,6,0,0,0,0,16,16,0,0,0,0,0,0,0,15,0,15,0,10,7,0,0,0,16,0,1,7,0,4,0,10,9,0,8,16,0,0,0,4,7,4,15,0,0
0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,8,3,0,0
0,1,16,16,7,1,0,0,0,6,16,16,16,16,0,0,6,0,13,16,0,0,0,0,0,0,13,16,0,0,3,0,15,0,4,16,16,16,0,3,2,2,16,7,16,16,8,11,0,0,3,2,14,3,0,0,1,2,3,10,16,5,0,0
0,1,0,5,0,0,0,0,8,3,16,9,11,0,4,8,0,5,14,10,0,0,0,6,0,1,5,8,0,3,0,0,0,6,1,8,9,13,0,0,0,12,0,8,1,11,12,5,0,0,16,0,0,0,0,0,1,0,0,16,10,12,13,0
6,16,16,16,16,5,10,8,16,9,16,16,16,16,7,7,16,16,16,16,16,16,6,3,16,5,16,16,16,16,13,9,16,16,8,16,16,16,12,12,10,16,16,7,16,16,16,16,5,5,16,16,16,16,16,10,16,6,16,16,16,16,8,5
3,10,16,16,3,11,8,8,16,0,16,16,11,8,5,6,16,0,16,14,16,10,12,0,0,1,16,16,6,4,0,16,16,3,16,6,16,13,11,11,16,9,16,16,16,16,16,14,16,0,16,16,10,16,16,15,16,10,16,16,16,16,7,7
4,0,2,5,16,16,1,5,0,0,16,16,11,1,0,8,1,10,16,0,6,0,0,0,0,12,16,7,6,0,3,0,8,6,3,1,16,0,7,6,0,2,16,0,4,10,0,5,0,7,7,3,9,11,2,0,0,10,12,16,16,0,2,2
16,3,16,16,15,16,16,4,16,5,16,16,16,16,7,6,15,10,16,16,15,12,11,16,16,6,16,16,16,11,15,0,13,10,10,16,16,16,16,11,10,10,13,10,14,16,16,12,16,12,16,16,16,16,12,16,15,0,16,16,16,16,14,16
10,0,4,11,16,9,6,1,8,4,16,16,16,2,0,0,0,0,16,16,7,0,0,5,12,0,16,16,11,12,5,0,8,16,10,16,16,16,0,6,1,14,16,0,16,16,16,1,4,8,16,16,5,15,16,1,0,0,0,16,16,16,10,9
0,1,10,12,6,0,1,0,0,0,14,15,9,16,3,0,0,0,0,14,16,2,0,0,0,11,6,16,16,10,0,7,3,0,0,3,5,16,1,4,0,0,5,6,4,16,7,0,0,5,0,2,0,16,10,0,0,0,10,12,11,5,0,6
16,16,6,16,11,12,16,10,0,10,11,16,0,6,16,7,16,6,16,16,2,16,13,16,16,16,15,16,14,7,16,16,16,13,16,16,16,16,8,0,10,16,16,16,15,16,16,15,11,16,16,11,10,16,16,16,3,10,16,16,16,16,16,16
3,0,0,12,0,0,0,0,13,2,9,7,13,4,3,0,0,0,16,13,6,9,8,11,0,8,14,0,0,0,0,0,0,7,4,6,10,11,0,2,0,0,9,12,0,7,16,6,8,0,16,6,1,3,15,0,0,3,1,14,15,5,3,0
10,2,16,16,16,5,16,5,13,3,11,16,14,16,6,15,2,3,16,2,16,14,3,3,12,15,16,16,9,11,5,8,6,16,16,16,16,11,5,5,1,9,1,16,16,16,4,5,3,13,14,15,4,16,5,4,6,0,10,16,16,16,1,7
0,0,9,3,16,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
0,16,0,15,13,0,11,10,0,0,16,16,0,0,11,1,0,7,16,16,0,7,2,0,6,16,6,12,13,0,3,11,1,11,16,16,14,16,1,6,0,16,16,10,8,16,0,0,8,15,16,1,16,16,4,0,0,4,0,9,16,16,1,16
6,10,12,16,12,16,7,10,12,13,16,10,7,7,8,4,7,3,16,16,9,1,7,6,1,0,4,16,15,0,5,14,11,16,9,16,14,0,0,0,7,6,6,10,16,2,3,16,2,3,11,16,14,2,12,11,13,9,16,16,6,7,0,3
0,0,11,12,8,8,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,5,11,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,8,3,9,0,0,0
10,0,0,16,5,13,0,5,0,2,8,3,4,11,0,0,14,0,16,0,12,2,0,10,0,15,16,7,0,2,9,3,6,7,13,8,16,7,0,0,3,0,0,6,1,16,0,6,0,0,11,10,14,16,16,0,6,10,16,14,16,12,0,0
11,10,0,16,16,0,10,4,12,5,10,16,11,5,13,0,0,16,16,16,9,14,8,16,15,8,0,16,16,10,15,1,7,3,8,16,0,1,15,2,12,6,11,0,9,15,11,5,2,12,16,9,16,16,16,1,0,8,16,16,16,16,16,2
16,16,16,16,16,16,12,15,16,16,11,16,16,16,16,12,16,16,16,16,16,16,16,13,14,16,16,16,16,16,16,16,16,16,16,16,16,16,6,16,13,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,0,16,16,16,16,16,16,15
0,0,1,13,3,0,0,8,0,3,8,16,0,0,1,1,8,0,16,9,0,0,0,5,0,0,12,5,0,0,0,0,0,16,16,14,10,5,0,2,0,2,16,2,14,16,16,16,2,0,12,15,2,0,16,16,0,2,0,16,14,9,9,2
7,0,6,0,3,10,0,0,0,0,2,3,0,0,0,0,1,0,12,3,0,0,0,0,0,2,8,3,0,4,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,5,6,6,0,0,0,0,0,1,15,0,0,0
16,0,16,16,16,16,16,5,10,16,16,16,16,10,15,6,16,14,16,9,15,12,15,12,11,9,16,16,16,8,11,9,6,12,6,16,7,15,15,2,16,11,14,16,16,3,13,8,13,12,16,16,16,7,8,16,7,14,16,16,15,10,14,14
16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,12,16,14,9,16,13,14,16,11,16,16,16,14,8,16,11,16,16,16,16,16,16,16,14,16,14,12,16,13,8,16,16,16,16,16,16,16,16,16,16,14,16,16,13,15,11,16
1,4,5,9,5,0,0,0,0,0,8,4,3,7,0,0,0,0,0,15,0,0,0,0,0,2,3,2,12,13,6,3,1,0,12,16,16,16,5,0,0,3,4,16,0,0,15,0,3,0,1,6,0,16,10,1,0,0,0,0,5,16,0,0
10,7,16,12,16,2,16,16,16,14,10,16,16,11,3,13,16,12,16,16,13,1,8,0,10,10,16,16,15,0,16,15,16,16,15,16,16,16,16,16,1,16,16,16,16,16,16,16,4,16,16,16,3,8,16,16,16,16,10,16,16,16,16,15
0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,0,0,0
